,Best,Time
0,6095141.785302759,0.043228630000157864
1,6108622.353670109,0.040911079000579775
2,6144217.757670979,0.03953854300016246
3,6092368.858014838,0.03950617699956638
4,6088273.012515476,0.04003321200070786
5,6070788.748343488,0.04086257199924148
6,6097090.756655879,0.04203470099855622
7,6111534.218943899,0.037110397999640554
8,6103837.214813667,0.04490295100004005
9,6131641.513260159,0.039022371000100975
10,6103564.8014715435,0.03653081799893698
11,6120781.352937383,0.040394767000179854
12,6051064.677293949,0.03865692500039586
13,6135613.79116857,0.03778416899876902
14,6065159.398962842,0.04203435000090394
15,6059174.942422537,0.06479831499927968
16,6135696.9280216545,0.05513346299994737
17,6129086.032655476,0.04001206800057844
18,6104132.674691865,0.03900125200016191
19,6069094.518109526,0.039421617999323644
20,6097234.661982836,0.040844651999577763
21,6111200.067178486,0.039444698000806966
22,6131476.637797971,0.041638487000454916
23,6114189.150107427,0.04157356599898776
24,6116396.033073671,0.040732650999416364
25,6115036.149884329,0.040706286001295666
26,6051819.549888691,0.03983473399966897
27,6128905.724890775,0.039980080000532325
28,6085438.561592451,0.03518567899845948
29,6044863.307577095,0.04278529300063383
30,6096711.246162311,0.03777866400014318
31,6117693.575275384,0.041050926000025356
32,6067670.688757209,0.03960828699928243
33,6100177.370162596,0.04206068600069557
34,6104075.406419952,0.039803775000109454
35,6135337.672535651,0.04188798100040003
36,6091442.661544673,0.038928614998440025
37,6137915.390002159,0.04146338600003219
38,6085118.764051997,0.03842899600022065
39,6086720.4447380435,0.04063112199946772
40,6063918.042507175,0.03768552399924374
41,6126301.349268395,0.03940490400054841
42,6095729.124807047,0.03994730400154367
43,6119763.813698788,0.037636486000337754
44,6122802.2676433865,0.042282821001208504
45,6096802.428825901,0.04046536900023057
46,6076835.275245522,0.042625051999493735
47,6101940.256389322,0.037909820001004846
48,6092394.823890923,0.03914622499905818
49,6065538.700630332,0.03859720000036759
50,6067187.649079059,0.04199668499859399
51,6082218.5019446565,0.0393566410002677
52,6132016.109301221,0.0395666340009484
53,6135821.118269795,0.04057431499859376
54,6106082.975820909,0.04028260499944736
55,6087255.268002045,0.04137920699940878
56,6136922.595905691,0.03769194400047127
57,6125026.948060727,0.0425400019994413
58,6123611.900036072,0.04445164000026125
59,6115220.377494846,0.04040973100018164
60,6142048.883271929,0.040992210000695195
61,6105169.494332547,0.04123140199953923
62,6122041.940052561,0.04024831400056428
63,6119812.087100446,0.04038298799969198
64,6046563.360683475,0.04488602299898048
65,6112231.932486516,0.042564942999888444
66,6098401.796246667,0.03999651000049198
67,6108391.78424333,0.0372405140005867
68,6086005.782017152,0.04056907399899501
69,6085042.772374753,0.04298138300146093
70,6091516.170261911,0.043822304000059376
71,6134196.160080468,0.04502548299933551
72,6040045.340586081,0.042573845999868354
73,6123533.264382153,0.04129543700037175
74,6095954.5597413145,0.04468189699946379
75,6057930.980403292,0.0420712969989836
76,6136680.661009925,0.048405996998553746
77,6097071.272571576,0.05823707199851924
78,6035568.96003583,0.044530826999107376
79,6088978.110053193,0.04123102400080825
80,6139595.491558338,0.03970991300047899
81,6109257.211613491,0.0419036959992809
82,6100186.505125596,0.038922817999264225
83,6089038.159192301,0.043985500999042415
84,6108227.480458585,0.03901842900086194
85,6111442.53729388,0.04068079299941019
86,6115987.442278396,0.04098993700063147
87,6088359.152541682,0.0417612260007445
88,6125092.475542018,0.04358987399973557
89,6053522.775261453,0.037523836001128075
90,6141074.724582352,0.039939180000146735
91,6103375.223672457,0.04016416000013123
92,6114593.636460233,0.04044299300039711
93,6092524.959883127,0.06722042999899713
94,6069812.520248206,0.047547512000164716
95,6087496.316534439,0.0351376659982634
96,6129189.738855094,0.037885947998802294
97,6150663.257879703,0.043229786000665626
98,6124124.690118583,0.04186285600007977
99,6083403.925208225,0.043074618000900955
