,Best,Time
0,139326.0841891611,0.008430538999164128
1,138263.73711596127,0.0076798829995823326
2,130815.657298517,0.007623080000485061
3,138639.18050545454,0.007184498001151951
4,137540.3758674993,0.007320504000745132
5,138425.54685792705,0.0074695010007417295
6,139173.74314975942,0.007721537000179524
7,139204.31998205732,0.008252931998868007
8,141491.29784276392,0.008255684999312507
9,137837.2734998794,0.007812614001522888
10,136302.47127311034,0.008346053999048308
11,140252.21190073152,0.007977829000083148
12,137456.71512281743,0.008038500000111526
13,138953.3980426448,0.007167275000028894
14,138486.08814848596,0.007353786000749096
15,136669.68756477203,0.007453574000464869
16,142411.44440048508,0.007813338001142256
17,135163.39182844711,0.007499762001316412
18,143055.31785642527,0.008421253998676548
19,140950.71104036339,0.00702194900077302
20,141962.45172899874,0.007513147998906788
21,142072.2149469092,0.007279067000126815
22,139428.2568168473,0.008130872998663108
23,129902.86988083996,0.007714913999734563
24,139739.17904888073,0.007924957999421167
25,140119.1310809272,0.007921254000393674
26,137720.44819971142,0.007324117999814916
27,142588.20529132988,0.009022738000567188
28,140608.71239430222,0.0075709499997174134
29,142124.77925387313,0.0070507049986190395
30,139954.97288628883,0.0077298910000536125
31,138574.0475242069,0.0074701680005091475
32,135597.2011584115,0.007541779999883147
33,139681.92193854306,0.008040534001338528
34,131327.74617806813,0.007775919000778231
35,134229.30745703517,0.00726044700058992
36,137287.7305231008,0.007143634000385646
37,136488.0263875864,0.007353631999649224
38,135508.30289065398,0.006922784999915166
39,141345.1137397509,0.007779730998663581
40,139724.35354723604,0.007686685999942711
41,138037.25925468135,0.007150990000809543
42,143945.74828005963,0.007491438000215567
43,137955.45833039907,0.007207732000097167
44,132718.19156682512,0.007007298998360056
45,143005.9334369746,0.00747276500078442
46,134206.58666256582,0.007873992000895669
47,140448.00055835402,0.006788228998630075
48,134820.743319215,0.007444386999850394
49,138414.0589017167,0.007164438999097911
50,137801.09469069686,0.007256868000695249
51,140414.06215194883,0.007542796000052476
52,140743.09861093728,0.007964391999848885
53,139887.61958722543,0.0072111930003302405
54,140925.9496353781,0.007919711999420542
55,139589.31816461356,0.007985832999111153
56,138088.5575359651,0.007907203000286245
57,139835.64343618808,0.00746195800093119
58,141497.3560212754,0.007840443999157287
59,140832.47345077357,0.0070426749989565
60,138184.2996826209,0.007677974999751314
61,135838.98379461284,0.007696123999267002
62,137078.8867222957,0.008541216999219614
63,140533.03598395886,0.007513681001000805
64,138299.96118243705,0.007936173999041785
65,140308.36726611684,0.007038620999082923
66,138691.422550013,0.008722411999769974
67,140155.8292222806,0.00715712899909704
68,138481.6191324792,0.00762473499889893
69,140481.63704472643,0.0071942419999686535
70,137053.80622266626,0.007769087000269792
71,139822.53442426736,0.00704520900035277
72,136328.31902443693,0.007652939999388764
73,141061.82757857116,0.007757223000226077
74,132087.73156269878,0.008386471999983769
75,137688.70403454258,0.008074555998973665
76,136979.31136166467,0.007756087999950978
77,139831.0456579257,0.007191212000179803
78,139418.52214196965,0.007569565999801853
79,139518.68338024683,0.007461544999387115
80,141162.77767937668,0.007268056000611978
81,137847.30027939167,0.00881243000003451
82,140397.3161355854,0.008122659999571624
83,137003.311720359,0.007155474000683171
84,131545.14771452616,0.007956023999213357
85,133635.80046466205,0.007633553999767173
86,138074.16135001092,0.008263919000455644
87,142012.05495510192,0.007204116000139038
88,137578.7993766479,0.007870801000535721
89,137413.4223487533,0.007513079999625916
90,135748.70963989047,0.007534843000030378
91,136985.4492423165,0.007403867000903119
92,138507.2939174203,0.0072384019986202475
93,138318.2494833377,0.008069498999248026
94,140693.97020805778,0.0077689510017080465
95,135932.09323898458,0.007367263000560342
96,135793.13894770303,0.007312227000511484
97,139111.0070946544,0.007299322000108077
98,140030.7138216149,0.007797137999659753
99,141018.652296521,0.008444136999969487
