,Best,Time
0,21.0,0.0004279309996491065
1,21.0,0.00039864800055511296
2,21.0,0.0007061510004859883
3,21.0,0.0004776979985763319
4,21.0,0.0006153769991215086
5,21.0,0.000503638000736828
6,21.0,0.00042463899990252685
7,21.0,0.000542725998457172
8,21.0,0.0004941320003126748
9,21.0,0.0005208980001043528
10,21.0,0.0005083490013930714
11,21.0,0.0004844230006710859
12,21.0,0.00047171000005619135
13,21.0,0.000625062999461079
14,21.0,0.0005576709991146345
15,21.0,0.0006521390005218564
16,21.0,0.0005105959990032716
17,21.0,0.0004925769990222761
18,21.0,0.0004459080009837635
19,21.0,0.0005737489991588518
20,21.0,0.0005072250005468959
21,21.0,0.0005328030001692241
22,21.0,0.0005010370005038567
23,21.0,0.0004901820011582458
24,21.0,0.0004958599984092871
25,21.0,0.000519367000379134
26,21.0,0.0011341190001985524
27,21.0,0.0005384010000852868
28,21.0,0.0004855560000578407
29,21.0,0.0004925650009681704
30,21.0,0.0005810329985251883
31,21.0,0.0011564670003281208
32,21.0,0.0005349240000214195
33,21.0,0.00043584800005191937
34,21.0,0.0005758019997301744
35,21.0,0.0006004999995639082
36,21.0,0.0004728050007543061
37,21.0,0.0004388310007925611
38,21.0,0.00044126700049673673
39,21.0,0.0004676320004364243
40,21.0,0.0003686399995785905
41,21.0,0.0006629060007981025
42,21.0,0.0006603080000786576
43,21.0,0.0005526690001715906
44,21.0,0.0005541729988181032
45,21.0,0.0004739989999507088
46,21.0,0.0005030079992138781
47,21.0,0.00045172399950388353
48,21.0,0.0004554879997158423
49,21.0,0.00045447000047715846
50,21.0,0.00046244099939940497
51,21.0,0.00046262899923021905
52,21.0,0.00045099300041329116
53,21.0,0.0004568090007524006
54,21.0,0.0004889679985353723
55,21.0,0.0005114429986861069
56,21.0,0.0005300289994920604
57,21.0,0.0005064969991508406
58,21.0,0.001052801999321673
59,21.0,0.0006311650013230974
60,21.0,0.000606606001383625
61,21.0,0.0005289079999784008
62,21.0,0.00048666499969840515
63,21.0,0.0004716910007118713
64,21.0,0.0004959750003763475
65,21.0,0.0005463569996209117
66,21.0,0.00047992200052249245
67,21.0,0.0004810230002476601
68,21.0,0.0006737519997841446
69,21.0,0.000677605999953812
70,21.0,0.0005737819992646109
71,21.0,0.0006832159997429699
72,21.0,0.0004091830014658626
73,21.0,0.000547753001228557
74,21.0,0.00047859300138952676
75,21.0,0.0004806180004379712
76,21.0,0.0005024889997002902
77,21.0,0.0003840709996438818
78,21.0,0.0005480780000652885
79,21.0,0.00048264500037475955
80,21.0,0.0005474900008266559
81,21.0,0.00048155499825952575
82,21.0,0.0004983559992979281
83,21.0,0.000498132998473011
84,21.0,0.0004677280012401752
85,21.0,0.0004383959985716501
86,21.0,0.0005825230000482406
87,21.0,0.0004987559987057466
88,21.0,0.0004663840009015985
89,21.0,0.0004686899992520921
90,21.0,0.000464210001155152
91,21.0,0.0004564709997794125
92,21.0,0.00036711099892272614
93,21.0,0.0006018760013830615
94,21.0,0.000491435001094942
95,21.0,0.0005199219995120075
96,21.0,0.0005049279989179922
97,21.0,0.000491150000016205
98,21.0,0.0006233160002011573
99,21.0,0.0005287580006552162
