,Best,Time
0,707994.6965794577,0.015993555000022752
1,715914.5762754472,0.017740498000421212
2,718758.1408828903,0.02005283300059091
3,715602.0767467513,0.019778134001171566
4,712637.6295395151,0.019519853000019793
5,713151.8486121328,0.01926811799967254
6,712182.7509331803,0.018213130000731326
7,721364.281746874,0.01946006700018188
8,713565.1371499313,0.016582022999500623
9,706337.2388140204,0.019746968000617926
10,709497.6235221318,0.018992625000464614
11,713852.9003097753,0.019022934000531677
12,703508.3554339516,0.017865875999632408
13,700804.4467592333,0.01938476100076514
14,709175.7535804345,0.018081961999996565
15,706776.3025003119,0.01931714300008025
16,711164.5090770279,0.020197664000079385
17,713403.1451064567,0.018777396000587032
18,716900.3703719456,0.017578271999809658
19,714505.6204630998,0.019074682000791654
20,710696.8413295941,0.02026294299867004
21,711577.0413324466,0.022692923999784398
22,712074.1760102925,0.017908413999975892
23,715875.1386636306,0.01885378400038462
24,716882.6800761136,0.01874022599986347
25,709909.7880698552,0.018399804999717162
26,714506.4594788848,0.01698439499887172
27,706919.741597978,0.01977208100106509
28,715248.2624318242,0.01716024099914648
29,712946.7340384603,0.019097524000244448
30,711616.5318870565,0.017347115999655216
31,705809.6914269091,0.01962423700024374
32,714641.3934443947,0.01703918800012616
33,709129.4768522852,0.018606562000059057
34,713765.3820721178,0.016937202999542933
35,718825.4923466132,0.02008997799930512
36,712481.485008666,0.0184951249993901
37,714047.8802572695,0.01997076800034847
38,711257.489490835,0.01702703099908831
39,712873.5535955033,0.020985311000913498
40,717703.7892095716,0.016756234999775188
41,706085.8916324605,0.019138297000608873
42,702111.9050529758,0.018162278000090737
43,707301.0447104217,0.020446672000616672
44,711452.7093603376,0.01663177200134669
45,713349.8845435719,0.021472148999237106
46,714186.1376927245,0.01812426700053038
47,716044.2323498207,0.019749634000618244
48,705920.6523240572,0.017214931998751126
49,714974.9951208368,0.019733475000975886
50,713723.9335757655,0.017820700999436667
51,707331.9289904283,0.018407555000521825
52,718218.5997871521,0.018441139000060502
53,710678.5997574712,0.018666837999262498
54,711268.5543440477,0.017415357999198022
55,704644.1008727171,0.017894116999741527
56,707014.6560412826,0.01897292700050457
57,714564.5447816022,0.02056414499929815
58,714355.6095290156,0.01756539499911014
59,714402.206794488,0.02034817200001271
60,713012.3112070427,0.017351390000840183
61,713737.3733801725,0.02005913600078202
62,709871.3737770501,0.01748259799933294
63,711948.5617548184,0.019372491999092745
64,713765.9638355655,0.019266445000539534
65,711260.3984482547,0.018817562000549515
66,716628.3973447646,0.017113226000219584
67,694271.0153447079,0.01896113700058777
68,714818.5073743416,0.017348045999824535
69,718310.3469473755,0.01817309499892872
70,708702.4224200624,0.018027964999419055
71,715725.5052405493,0.020165582000117865
72,719363.9520685032,0.017583700999239227
73,707570.7277247397,0.018196925000665942
74,712300.1644448965,0.017467135998231242
75,713754.9576953995,0.018756052000753698
76,715460.0089328396,0.020563850001053652
77,716269.5439503778,0.01855801499914378
78,712719.7562130926,0.018464086000676616
79,713248.9472333405,0.019711816999915754
80,717816.9783073422,0.0168152000005648
81,716884.935072393,0.020646271999794408
82,713125.2238965965,0.02018752200092422
83,713427.6885750489,0.019847779998599435
84,711401.7239488057,0.017463238000345882
85,717114.9626875976,0.02114987900131382
86,716014.2474046493,0.01685561200065422
87,713480.0827558347,0.01945471799990628
88,713004.7798745419,0.01677402799941774
89,717640.8101263315,0.01810311599911074
90,698896.8287414506,0.02223474200036435
91,712502.7017501041,0.02014414200129977
92,718227.7475312616,0.019271687999207643
93,718573.4477688281,0.01760071699936816
94,712444.7492763982,0.01790898500075855
95,715448.2443529242,0.020081579001271166
96,716533.3428935474,0.017306779998762067
97,712482.2814804481,0.017875093000839115
98,703915.776314688,0.01921446500091406
99,705608.6509627237,0.01630654099972162
